,year,team,rank_in_conf,wins,losses
1436,2016,Minnesota Timberwolves,13,31,51
1437,2016,Los Angeles Lakers,14,26,56
1438,2016,Phoenix Suns,15,24,58
1439,2016,Boston Celtics,1,53,29
1440,2016,Cleveland Cavaliers,2,51,31
1441,2016,Toronto Raptors,3,51,31
1442,2016,Washington Wizards,4,49,33
1443,2016,Atlanta Hawks,5,43,39
1444,2016,Milwaukee Bucks,6,42,40
1445,2016,Indiana Pacers,7,42,40
1446,2016,Chicago Bulls,8,41,41
1447,2016,Miami Heat,9,41,41
1448,2016,Detroit Pistons,10,37,45
1449,2016,Charlotte Hornets,11,36,46
1450,2016,New York Knicks,12,31,51
1451,2016,Orlando Magic,13,29,53
1452,2016,Philadelphia 76ers,14,28,54
1453,2016,Brooklyn Nets,15,20,62
1454,2017,Houston Rockets,1,65,17
1455,2017,Golden State Warriors,2,58,24
1456,2017,Portland Trail Blazers,3,49,33
1457,2017,Oklahoma City Thunder,4,48,34
1458,2017,Utah Jazz,5,48,34
1459,2017,New Orleans Pelicans,6,48,34
1460,2017,San Antonio Spurs,7,47,35
1461,2017,Minnesota Timberwolves,8,47,35
1462,2017,Denver Nuggets,9,46,36
1463,2017,Los Angeles Clippers,10,42,40
1464,2017,Los Angeles Lakers,11,35,47
1465,2017,Sacramento Kings,12,27,55
1466,2017,Dallas Mavericks,13,24,58
1467,2017,Memphis Grizzlies,14,22,60
1468,2017,Phoenix Suns,15,21,61
1469,2017,Toronto Raptors,1,59,23
1470,2017,Boston Celtics,2,55,27
1471,2017,Philadelphia 76ers,3,52,30
1472,2017,Cleveland Cavaliers,4,50,32
1473,2017,Indiana Pacers,5,48,34
1474,2017,Miami Heat,6,44,38
1475,2017,Milwaukee Bucks,7,44,38
1476,2017,Washington Wizards,8,43,39
1477,2017,Detroit Pistons,9,39,43
1478,2017,Charlotte Hornets,10,36,46
1479,2017,New York Knicks,11,29,53
1480,2017,Brooklyn Nets,12,28,54
1481,2017,Chicago Bulls,13,27,55
1482,2017,Orlando Magic,14,25,57
1483,2017,Atlanta Hawks,15,24,58
1484,2018,Golden State Warriors,1,57,25
1485,2018,Denver Nuggets,2,54,28
1486,2018,Portland Trail Blazers,3,53,29
1487,2018,Houston Rockets,4,53,29
1488,2018,Utah Jazz,5,50,32
1489,2018,Oklahoma City Thunder,6,49,33
1490,2018,San Antonio Spurs,7,48,34
1491,2018,Los Angeles Clippers,8,48,34
1492,2018,Sacramento Kings,9,39,43
1493,2018,Los Angeles Lakers,10,37,45
1494,2018,Minnesota Timberwolves,11,36,46
1495,2018,Memphis Grizzlies,12,33,49
1496,2018,New Orleans Pelicans,13,33,49
1497,2018,Dallas Mavericks,14,33,49
1498,2018,Phoenix Suns,15,19,63
1499,2018,Milwaukee Bucks,1,60,22
1500,2018,Toronto Raptors,2,58,24
1501,2018,Philadelphia 76ers,3,51,31
1502,2018,Boston Celtics,4,49,33
1503,2018,Indiana Pacers,5,48,34
1504,2018,Brooklyn Nets,6,42,40
1505,2018,Orlando Magic,7,42,40
1506,2018,Detroit Pistons,8,41,41
1507,2018,Charlotte Hornets,9,39,43
1508,2018,Miami Heat,10,39,43
1509,2018,Washington Wizards,11,32,50
1510,2018,Atlanta Hawks,12,29,53
1511,2018,Chicago Bulls,13,22,60
1512,2018,Cleveland Cavaliers,14,19,63
1513,2018,New York Knicks,15,17,65
1514,2019,Los Angeles Lakers,1,52,19
1515,2019,Los Angeles Clippers,2,49,23
1516,2019,Denver Nuggets,3,46,27
1517,2019,Houston Rockets,4,44,28
1518,2019,Oklahoma City Thunder,5,44,28
1519,2019,Utah Jazz,6,44,28
1520,2019,Dallas Mavericks,7,43,32
1521,2019,Portland Trail Blazers,8,35,39
1522,2019,Memphis Grizzlies,9,34,39
1523,2019,Phoenix Suns,10,34,39
1524,2019,San Antonio Spurs,11,32,39
1525,2019,Sacramento Kings,12,31,41
1526,2019,New Orleans Pelicans,13,30,42
1527,2019,Minnesota Timberwolves,14,19,45
1528,2019,Golden State Warriors,15,15,50
1529,2019,Milwaukee Bucks,1,56,17
1530,2019,Toronto Raptors,2,53,19
1531,2019,Boston Celtics,3,48,24
1532,2019,Indiana Pacers,4,45,28
1533,2019,Miami Heat,5,44,29
1534,2019,Philadelphia 76ers,6,43,30
1535,2019,Brooklyn Nets,7,35,37
1536,2019,Orlando Magic,8,33,40
1537,2019,Washington Wizards,9,25,47
1538,2019,Charlotte Hornets,10,23,42
1539,2019,Chicago Bulls,11,22,43
1540,2019,New York Knicks,12,21,45
1541,2019,Detroit Pistons,13,20,46
1542,2019,Atlanta Hawks,14,20,47
1543,2019,Cleveland Cavaliers,15,19,46
1544,2020,Utah Jazz,1,52,20
1545,2020,Phoenix Suns,2,51,21
1546,2020,Denver Nuggets,3,47,25
1547,2020,Los Angeles Clippers,4,47,25
1548,2020,Dallas Mavericks,5,42,30
1549,2020,Portland Trail Blazers,6,42,30
1550,2020,Los Angeles Lakers,7,42,30
1551,2020,Memphis Grizzlies,8,38,34
1552,2020,Golden State Warriors,9,39,33
1553,2020,San Antonio Spurs,10,33,39
1554,2020,New Orleans Pelicans,11,31,41
1555,2020,Sacramento Kings,12,31,41
1556,2020,Minnesota Timberwolves,13,23,49
1557,2020,Oklahoma City Thunder,14,22,50
1558,2020,Houston Rockets,15,17,55
1559,2020,Philadelphia 76ers,1,49,23
1560,2020,Brooklyn Nets,2,48,24
1561,2020,Milwaukee Bucks,3,46,26
1562,2020,New York Knicks,4,41,31
1563,2020,Atlanta Hawks,5,41,31
1564,2020,Miami Heat,6,40,32
1565,2020,Boston Celtics,7,36,36
1566,2020,Washington Wizards,8,34,38
1567,2020,Indiana Pacers,9,34,38
1568,2020,Charlotte Hornets,10,33,39
1569,2020,Chicago Bulls,11,31,41
1570,2020,Toronto Raptors,12,27,45
1571,2020,Cleveland Cavaliers,13,22,50
1572,2020,Orlando Magic,14,21,51
1573,2020,Detroit Pistons,15,20,52
1574,2021,Phoenix Suns,1,64,18
1575,2021,Memphis Grizzlies,2,56,26
1576,2021,Golden State Warriors,3,53,29
1577,2021,Dallas Mavericks,4,52,30
1578,2021,Utah Jazz,5,49,33
1579,2021,Denver Nuggets,6,48,34
1580,2021,Minnesota Timberwolves,7,46,36
1581,2021,New Orleans Pelicans,8,36,46
1582,2021,Los Angeles Clippers,9,42,40
1583,2021,San Antonio Spurs,10,34,48
1584,2021,Los Angeles Lakers,11,33,49
1585,2021,Sacramento Kings,12,30,52
1586,2021,Portland Trail Blazers,13,27,55
1587,2021,Oklahoma City Thunder,14,24,58
1588,2021,Houston Rockets,15,20,62
1589,2021,Miami Heat,1,53,29
1590,2021,Boston Celtics,2,51,31
1591,2021,Milwaukee Bucks,3,51,31
1592,2021,Philadelphia 76ers,4,51,31
1593,2021,Toronto Raptors,5,48,34
1594,2021,Chicago Bulls,6,46,36
1595,2021,Brooklyn Nets,7,44,38
1596,2021,Atlanta Hawks,8,43,39
1597,2021,Cleveland Cavaliers,9,44,38
1598,2021,Charlotte Hornets,10,43,39
1599,2021,New York Knicks,11,37,45
1600,2021,Washington Wizards,12,35,47
1601,2021,Indiana Pacers,13,25,57
1602,2021,Detroit Pistons,14,23,59
1603,2021,Orlando Magic,15,22,60
1604,2022,Denver Nuggets,1,53,29
1605,2022,Memphis Grizzlies,2,51,31
1606,2022,Sacramento Kings,3,48,34
1607,2022,Phoenix Suns,4,45,37
1608,2022,Los Angeles Clippers,5,44,38
1609,2022,Golden State Warriors,6,44,38
1610,2022,Los Angeles Lakers,7,43,39
1611,2022,Minnesota Timberwolves,8,42,40
1612,2022,New Orleans Pelicans,9,42,40
1613,2022,Oklahoma City Thunder,10,40,42
1614,2022,Dallas Mavericks,11,38,44
1615,2022,Utah Jazz,12,37,45
1616,2022,Portland Trail Blazers,13,33,49
1617,2022,Houston Rockets,14,22,60
1618,2022,San Antonio Spurs,15,22,60
1619,2022,Milwaukee Bucks,1,58,24
1620,2022,Boston Celtics,2,57,25
1621,2022,Philadelphia 76ers,3,54,28
1622,2022,Cleveland Cavaliers,4,51,31
1623,2022,New York Knicks,5,47,35
1624,2022,Brooklyn Nets,6,45,37
1625,2022,Atlanta Hawks,7,41,41
1626,2022,Miami Heat,8,44,38
1627,2022,Toronto Raptors,9,41,41
1628,2022,Chicago Bulls,10,40,42
1629,2022,Indiana Pacers,11,35,47
1630,2022,Washington Wizards,12,35,47
1631,2022,Orlando Magic,13,34,48
1632,2022,Charlotte Hornets,14,27,55
1633,2022,Detroit Pistons,15,17,65
